,seqNum,peak,isoratio,ion,filename,scan_type
4990,459,13C,0.056295825463158186,P,20200306_AminoAcid_Pro_1_fit.csv,MS
4991,459,15N,0.0024106796978975754,P,20200306_AminoAcid_Pro_1_fit.csv,MS
4992,459,2H,0.0009495272294844367,P,20200306_AminoAcid_Pro_1_fit.csv,MS
4993,459,18O,0.003000311253898641,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5008,461,0,1.0,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5009,461,13C,0.056110186385042435,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5010,461,15N,0.002288657265813823,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5011,461,2H,0.00035164092430140626,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5012,461,18O,0.0034630958247469893,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5056,465,0,1.0,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5057,465,13C,0.054450071725684834,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5058,465,15N,0.002413569304111918,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5059,465,2H,0.0007127746737014419,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5060,465,18O,0.0033389017379524,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5079,467,0,1.0,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5080,467,13C,0.05286220132440392,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5081,467,15N,0.002598760697056882,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5082,467,2H,0.0008581320078589808,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5083,467,18O,0.0032506030522762453,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5102,469,0,1.0,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5103,469,13C,0.05632048259904679,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5104,469,15N,0.0020984985604303075,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5105,469,2H,0.0008152544105003522,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5106,469,18O,0.0033204749409228964,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5124,471,0,1.0,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5125,471,13C,0.05676624537638138,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5126,471,15N,0.0023405170969008713,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5127,471,2H,0.000642133019974936,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5128,471,18O,0.003024734795844797,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5151,473,0,1.0,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5152,473,13C,0.05564373159279939,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5153,473,15N,0.0022126286598389195,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5154,473,18O,0.003120261212103971,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5157,475,0,1.0,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5158,475,13C,0.055141920345140934,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5159,475,15N,0.0017396477280122336,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5160,475,2H,0.0009304133499641855,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5161,475,18O,0.0032090882163407198,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5176,477,0,1.0,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5177,477,13C,0.057175118508112764,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5178,477,15N,0.0022190178359979074,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5179,477,18O,0.0035752134055322244,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5190,479,0,1.0,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5191,479,13C,0.055964801690842066,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5192,479,15N,0.0025301776755887184,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5193,479,18O,0.0029650664506688453,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5211,481,0,1.0,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5212,481,13C,0.05727615968008781,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5213,481,15N,0.001979270229026826,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5214,481,18O,0.0034235342340542857,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5234,483,0,1.0,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5235,483,13C,0.0572057909094051,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5236,483,15N,0.002216486860654734,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5237,483,18O,0.003097372052046397,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5249,485,0,1.0,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5250,485,13C,0.05774377802305415,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5251,485,15N,0.0023560002993777266,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5252,485,18O,0.0034732947481935232,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5275,487,0,1.0,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5276,487,13C,0.055824232555072566,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5277,487,15N,0.002390560409829396,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5278,487,2H,0.0007257647604976366,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5279,487,18O,0.0029039658824387797,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5298,489,0,1.0,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5299,489,13C,0.05507038754959216,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5300,489,15N,0.0023488422589174533,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5301,489,2H,0.0008670467420653173,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5302,489,18O,0.0031869301865175537,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5311,491,0,1.0,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5312,491,13C,0.05436479792638002,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5313,491,15N,0.0018062596292509343,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5314,491,18O,0.003106064331168358,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5333,493,0,1.0,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5334,493,13C,0.056412107350833185,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5335,493,15N,0.0021159329180990664,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5336,493,18O,0.0033142627261852427,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5356,495,0,1.0,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5357,495,13C,0.056453583244160464,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5358,495,15N,0.0021726993961319373,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5359,495,2H,0.0006835007767574961,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5360,495,18O,0.003360852206936949,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5397,499,0,1.0,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5398,499,13C,0.054998513866952516,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5399,499,15N,0.002256080965332261,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5400,499,2H,0.0006280081654575343,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5401,499,18O,0.0035809086728650088,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5418,501,0,1.0,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5419,501,13C,0.05698832244004898,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5420,501,15N,0.002426181303439059,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5421,501,18O,0.0027849760213060357,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5434,503,0,1.0,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5435,503,13C,0.05518943926564968,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5436,503,15N,0.0022257856160057808,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5437,503,18O,0.003094778166615769,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5458,505,0,1.0,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5459,505,13C,0.056672284279822835,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5460,505,15N,0.002375694629175695,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5461,505,2H,0.0008411866861516092,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5462,505,18O,0.0038871230043689775,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5492,509,0,1.0,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5493,509,13C,0.05567009274903161,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5494,509,15N,0.0022401480745960108,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5495,509,18O,0.003075517404414173,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5510,511,0,1.0,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5511,511,13C,0.055487301239396256,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5512,511,15N,0.002716695994507113,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5513,511,2H,0.0012724001024310165,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5514,511,18O,0.00332705615385275,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5537,513,0,1.0,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5538,513,13C,0.056235205803084616,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5539,513,15N,0.002232156512395632,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5540,513,2H,0.0010140099994046454,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5541,513,18O,0.003691779289313803,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5564,515,0,1.0,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5565,515,13C,0.05331666183509083,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5566,515,15N,0.002390087437583585,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5567,515,2H,0.0012179626787769825,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5568,515,18O,0.003432607653580809,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5630,521,0,1.0,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5631,521,13C,0.05688992309600782,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5632,521,15N,0.001952414831734161,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5633,521,18O,0.0033505439238112004,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5640,523,0,1.0,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5641,523,13C,0.056433317892189125,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5642,523,15N,0.002457119276573468,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5643,523,2H,0.0007216234762601347,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5644,523,18O,0.003329555690734316,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5663,525,0,1.0,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5664,525,13C,0.05544775969911479,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5665,525,15N,0.002298907596151335,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5666,525,2H,0.0007790887166008994,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5667,525,18O,0.002972913955816808,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5682,527,0,1.0,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5683,527,13C,0.05612455285700178,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5684,527,15N,0.00236830841798914,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5685,527,18O,0.003130100087108616,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5709,529,0,1.0,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5710,529,13C,0.05567011551334405,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5711,529,15N,0.002230880683211913,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5712,529,18O,0.0028544075989818856,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5725,531,0,1.0,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5726,531,13C,0.05679005517953317,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5727,531,15N,0.0021224409018968447,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5728,531,2H,0.0008318263208439773,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5729,531,18O,0.003049357017275543,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5760,535,0,1.0,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5761,535,13C,0.055036071180466,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5762,535,15N,0.00177141754730055,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5763,535,2H,0.0008045888549132758,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5764,535,18O,0.0032706815457825035,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5773,537,0,1.0,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5774,537,13C,0.056190757106673934,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5775,537,15N,0.0019543178791974988,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5776,537,18O,0.003164459048836051,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5795,539,0,1.0,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5796,539,13C,0.0564937648132751,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5797,539,15N,0.002480832957800005,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5798,539,2H,0.0008165931706508058,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5799,539,18O,0.003275930534444,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5816,541,0,1.0,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5817,541,13C,0.05653342261236765,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5818,541,15N,0.0020917565257168413,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5819,541,2H,0.0007273777138243546,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5820,541,18O,0.002957941450277585,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5835,543,0,1.0,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5836,543,13C,0.05674468685736739,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5837,543,15N,0.0022979972813083572,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5838,543,18O,0.0032658872591114128,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5851,545,0,1.0,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5852,545,13C,0.056546152711127486,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5853,545,15N,0.002038715240628419,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5854,545,2H,0.0008755175929620394,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5855,545,18O,0.0030991659960026064,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5870,547,0,1.0,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5871,547,13C,0.056350503886545715,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5872,547,15N,0.0023289543820314584,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5873,547,18O,0.002781254916149139,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5888,549,0,1.0,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5889,549,13C,0.055691031632147725,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5890,549,15N,0.0024044132362622496,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5891,549,2H,0.0007957718280560355,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5892,549,18O,0.00304589193819225,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5915,551,0,1.0,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5916,551,13C,0.05583900278680542,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5917,551,15N,0.002209903720737499,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5918,551,2H,0.0011720854845759794,P,20200306_AminoAcid_Pro_1_fit.csv,MS
5919,551,18O,0.003104862805003463,P,20200306_AminoAcid_Pro_1_fit.csv,MS
3,1,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
4,1,13C,0.05301324109001202,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
5,1,15N,0.0025526834741618344,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
6,1,2H,0.0012624032001443829,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
7,1,18O,0.004560793556382348,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
36,3,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
37,3,13C,0.057938100448885685,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
38,3,15N,0.002473162077824529,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
39,3,2H,0.0020551649254222006,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
40,3,18O,0.0045031012117712705,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
83,5,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
84,5,13C,0.05131321145219615,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
85,5,15N,0.002848901705220649,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
86,5,2H,0.001817718775232808,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
87,5,18O,0.004660720138550704,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
133,7,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
134,7,13C,0.05412824045485716,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
135,7,15N,0.004297134560922468,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
136,7,2H,0.0014188006838887724,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
137,7,18O,0.0041269443120585895,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
165,9,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
166,9,13C,0.05541604527005583,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
167,9,15N,0.0028455560897052787,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
168,9,2H,0.0007705573163685205,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
169,9,18O,0.004920620116132021,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
197,11,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
198,11,13C,0.05414687917739774,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
199,11,15N,0.002451083825496146,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
200,11,2H,0.0016246965354637026,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
201,11,18O,0.004385049497087071,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
237,13,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
238,13,13C,0.05003276134053828,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
239,13,15N,0.0023810600402029013,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
240,13,2H,0.002378479398605608,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
241,13,18O,0.005260279280627436,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
263,15,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
264,15,13C,0.05320250681480687,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
265,15,15N,0.003270122521652782,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
266,15,2H,0.0017215454940079644,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
267,15,18O,0.005227711361555879,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
286,17,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
287,17,13C,0.047869013137523404,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
288,17,15N,0.0029750158984339827,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
289,17,2H,0.0007301103709793471,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
290,17,18O,0.005057895180164161,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
318,19,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
319,19,13C,0.05558770223053034,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
320,19,15N,0.0023315031816023807,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
321,19,2H,0.0021245180233810048,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
322,19,18O,0.004834903979790996,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
351,21,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
352,21,13C,0.0543067631377613,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
353,21,15N,0.0034293633691939826,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
354,21,2H,0.0015394846232968894,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
355,21,18O,0.004927899724275734,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
386,23,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
387,23,13C,0.05334144209349469,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
388,23,15N,0.0021607588388365515,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
389,23,2H,0.0010692033366342848,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
390,23,18O,0.00443966060623045,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
417,25,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
418,25,13C,0.050666968724221266,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
419,25,15N,0.0032282039944195023,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
420,25,2H,0.0020249043519322595,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
421,25,18O,0.006189302560195871,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
450,27,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
451,27,13C,0.04643724483908454,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
452,27,15N,0.003305139304482011,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
453,27,2H,0.0012633741778236812,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
454,27,18O,0.0051579903105711715,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
482,29,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
483,29,13C,0.052404889107517366,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
484,29,15N,0.002431601328045025,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
485,29,2H,0.0025287327333618145,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
486,29,18O,0.004921473754918251,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
510,31,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
511,31,13C,0.054796614336694936,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
512,31,15N,0.0025308680992750464,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
513,31,2H,0.002289929462615036,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
514,31,18O,0.005329906805803235,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
544,33,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
545,33,13C,0.053922522507112436,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
546,33,15N,0.0025147223079222485,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
547,33,2H,0.0017208710954780169,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
548,33,18O,0.0047147967515876795,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
579,35,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
580,35,13C,0.055862401972377566,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
581,35,15N,0.003291289493540252,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
582,35,2H,0.0017829221985711402,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
583,35,18O,0.006068334304893993,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
618,37,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
619,37,13C,0.0525363916411444,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
620,37,15N,0.0031084892281000665,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
621,37,2H,0.002628889860748101,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
622,37,18O,0.004651884899473386,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
643,39,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
644,39,13C,0.052135405242348914,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
645,39,15N,0.0033688906175736843,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
646,39,2H,0.0018225483822768027,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
647,39,18O,0.004902162823408829,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
671,41,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
672,41,13C,0.048628406948568986,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
673,41,15N,0.002505047310696818,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
674,41,2H,0.001696304598705518,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
675,41,18O,0.004685962374817058,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
702,43,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
703,43,13C,0.049851228875685466,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
704,43,15N,0.0025087835533007317,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
705,43,2H,0.0008521242980764621,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
706,43,18O,0.004992039061290882,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
741,45,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
742,45,13C,0.05306392891802685,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
