,seqNum,peak,isoratio,ion,filename,scan_type
1359,205,0,1.0,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1360,205,13C,0.056870419373469726,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1361,205,15N,0.0021473337998355354,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1362,205,18O,0.003350938443929265,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1367,207,0,1.0,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1368,207,13C,0.0567984895969188,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1369,207,15N,0.0022121284637231847,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1370,207,18O,0.0033790528137018568,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1381,209,0,1.0,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1382,209,13C,0.056590256153308566,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1383,209,15N,0.002055910720846038,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1384,209,18O,0.003396135949823511,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1391,211,0,1.0,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1392,211,13C,0.05680332756809951,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1393,211,15N,0.0021154007222120496,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1394,211,2H,0.0006959223726251937,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1395,211,18O,0.0033669123655580943,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1415,213,0,1.0,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1416,213,13C,0.05682938045216372,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1417,213,15N,0.002044985257777516,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1418,213,2H,0.0005730542956147702,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1419,213,18O,0.0033102798969796717,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1426,215,0,1.0,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1427,215,13C,0.05692696215838877,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1428,215,15N,0.002206214444550992,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1429,215,2H,0.0007410581784528876,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1430,215,18O,0.003308603897451083,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1446,217,0,1.0,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1447,217,13C,0.05667395931149339,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1448,217,15N,0.002120509633309723,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1449,217,18O,0.003302622445280668,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1461,219,0,1.0,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1462,219,13C,0.057130294311510225,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1463,219,15N,0.002019414144096288,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1464,219,2H,0.0005775623170298143,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1465,219,18O,0.0032773746841059663,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1478,221,0,1.0,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1479,221,13C,0.05696857253515565,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1480,221,15N,0.0022221685769772312,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1481,221,2H,0.000639887900753182,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1482,221,18O,0.003362883180212589,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1493,223,0,1.0,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1494,223,13C,0.057177304435531484,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1495,223,15N,0.0022073621521632703,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1496,223,2H,0.0007760655868337601,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1497,223,18O,0.003246065930005341,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1502,225,0,1.0,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1503,225,13C,0.056828524353390635,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1504,225,15N,0.0019828919402117,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1505,225,18O,0.0033846015927448733,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1512,227,0,1.0,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1513,227,13C,0.0569414130491903,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1514,227,15N,0.0021120524032341324,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1515,227,18O,0.0033229536257318353,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1523,229,0,1.0,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1524,229,13C,0.05707085980787052,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1525,229,15N,0.0020154877215607762,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1526,229,18O,0.0032681316081825877,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1541,231,0,1.0,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1542,231,13C,0.0567405664884154,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1543,231,15N,0.0020552079788327708,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1544,231,2H,0.000626479442322059,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1545,231,18O,0.003381596796094609,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1551,233,0,1.0,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1552,233,13C,0.0568839501472832,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1553,233,15N,0.0020392907754982863,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1554,233,2H,0.0005786208859132611,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1555,233,18O,0.003316705929483779,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1558,235,0,1.0,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1559,235,13C,0.05666636826823448,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1560,235,15N,0.0020647356016471087,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1561,235,18O,0.003294565926046323,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1568,237,0,1.0,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1569,237,13C,0.0562350915297156,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1570,237,15N,0.0020653696230674735,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1571,237,2H,0.0006892551114178078,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1572,237,18O,0.003291985930391381,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1577,239,0,1.0,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1578,239,13C,0.057129208205442435,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1579,239,15N,0.002071857227799357,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1580,239,2H,0.0007368411980552145,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1581,239,18O,0.003295644512840757,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1591,241,0,1.0,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1592,241,13C,0.05690103170416301,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1593,241,15N,0.002049565657739635,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1594,241,18O,0.0033152513496151827,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1605,243,0,1.0,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1606,243,13C,0.056467459350766164,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1607,243,15N,0.0022166561464705727,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1608,243,2H,0.0007781998656012523,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1609,243,18O,0.0033492011952755306,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1617,245,0,1.0,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1618,245,13C,0.056782984831210165,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1619,245,15N,0.0020336013277690987,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1620,245,18O,0.0033631354030169364,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1631,247,0,1.0,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1632,247,13C,0.05702773809852185,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1633,247,15N,0.00203322470543751,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1634,247,2H,0.0006530626176148258,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1635,247,18O,0.003306990399233389,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1647,249,0,1.0,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1648,249,13C,0.0565154894334205,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1649,249,15N,0.0020255742467546415,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1650,249,18O,0.003268942930667456,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1665,251,0,1.0,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1666,251,13C,0.057033664522769985,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1667,251,15N,0.002025633415505552,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1668,251,2H,0.0006925370245674514,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1669,251,18O,0.0032752748781069724,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1682,253,0,1.0,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1683,253,13C,0.05656810527148656,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1684,253,15N,0.002146575723674997,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1685,253,18O,0.0033923548157521587,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1694,255,0,1.0,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1695,255,13C,0.05713011872805751,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1696,255,15N,0.0020792183626366415,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1697,255,18O,0.0033645332650591013,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1704,257,0,1.0,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1705,257,13C,0.056625083827567015,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1706,257,15N,0.0021111020018477547,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1707,257,18O,0.003229056312700023,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1716,259,0,1.0,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1717,259,13C,0.056936177548822214,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1718,259,15N,0.0020332324551478407,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1719,259,18O,0.003373710331726673,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1730,261,0,1.0,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1731,261,13C,0.05669440221970716,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1732,261,15N,0.0020997816952548656,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1733,261,2H,0.0007492143582754576,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1734,261,18O,0.003375016264692156,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1742,263,0,1.0,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1743,263,13C,0.0564441446712862,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1744,263,15N,0.002134384702057216,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1745,263,2H,0.0007192366037777192,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1746,263,18O,0.0032424009207766913,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1763,265,0,1.0,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1764,265,13C,0.05677456537370103,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1765,265,15N,0.0020961181084622467,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1766,265,18O,0.0032760022769526827,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1777,267,0,1.0,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1778,267,13C,0.056797671394900474,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1779,267,15N,0.0020948533024290734,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1780,267,18O,0.003266047752711202,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1798,269,0,1.0,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1799,269,13C,0.05691678139744594,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1800,269,15N,0.0021723185436974247,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1801,269,2H,0.0006353028084940468,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1802,269,18O,0.003320810386218207,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1809,271,0,1.0,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1810,271,13C,0.056879569770876964,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1811,271,15N,0.0021207776518675867,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1812,271,2H,0.0007133013268697279,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1813,271,18O,0.00319412980108205,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1824,273,0,1.0,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1825,273,13C,0.056572522617369524,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1826,273,15N,0.002091876939791418,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1827,273,2H,0.0006542976166393455,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1828,273,18O,0.003363542466644914,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1837,275,0,1.0,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1838,275,13C,0.056625167374037076,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1839,275,15N,0.0021938827113018,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1840,275,2H,0.0006551067653987009,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1841,275,18O,0.003306549084099772,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1846,277,0,1.0,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1847,277,13C,0.05709404918222759,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1848,277,15N,0.0021129397300174856,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1849,277,18O,0.003429497678321121,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1860,279,0,1.0,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1861,279,13C,0.056784658164668975,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1862,279,15N,0.002167277824119623,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1863,279,2H,0.0006511611773651117,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1864,279,18O,0.0033384797928018104,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1873,281,0,1.0,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1874,281,13C,0.05709780817323145,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1875,281,15N,0.002140825918276177,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1876,281,2H,0.0005787587115419168,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1877,281,18O,0.0032351822482356053,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1884,283,0,1.0,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1885,283,13C,0.056685533194079825,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1886,283,15N,0.002204353121213887,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1887,283,2H,0.0006348453689615568,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1888,283,18O,0.00326190030723999,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1902,285,0,1.0,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1903,285,13C,0.056864705460212335,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1904,285,15N,0.002061248691262348,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1905,285,18O,0.003315862159053889,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1917,287,0,1.0,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1918,287,13C,0.0571607207915328,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1919,287,15N,0.0020689042204140857,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1920,287,2H,0.0006100431454579093,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1921,287,18O,0.003280789511816925,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1928,289,0,1.0,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1929,289,13C,0.056671377442262735,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1930,289,15N,0.002024421682834881,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1931,289,2H,0.0005597088252335458,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1932,289,18O,0.0032769565903018856,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1940,291,0,1.0,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1941,291,13C,0.05635437413664737,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1942,291,15N,0.0021236511209893785,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1943,291,2H,0.0006728830337961318,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1944,291,18O,0.003244347294401284,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1960,293,0,1.0,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1961,293,13C,0.05684945502932558,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1962,293,15N,0.002071252693079631,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1963,293,18O,0.0033174777009376427,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1972,295,0,1.0,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1973,295,13C,0.05660367082137211,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1974,295,15N,0.00215869829625356,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1975,295,2H,0.0006043223853734159,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1976,295,18O,0.003288225309699653,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1983,297,0,1.0,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1984,297,13C,0.05667591989126247,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1985,297,15N,0.0020778102503740217,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1986,297,2H,0.0006400265917552572,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1987,297,18O,0.0033140900939171345,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1995,299,0,1.0,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1996,299,13C,0.0566919902027454,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1997,299,15N,0.0020622158610576623,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
1998,299,18O,0.0032639370594201517,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
2005,301,0,1.0,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
2006,301,13C,0.05721846693812381,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
2007,301,15N,0.00216197563861054,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
2008,301,18O,0.0032582066817865643,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
2011,303,0,1.0,P,20200306_AminoAcid_Pro_3_fit.csv,MSMS
